CHR	Location	Associated Gene (ORF)	Associated Gene (Name)	Alignability	Pho4 Occupancy ChIP No Pi	Pho4 Occupancy Input No Pi 	Pho4 Occupancy ChIP High Pi	Pho4 Occupancy Input High Pi	Pho4 Occupancy ChIP in pho80Δ	Pho4 Occupancy ChIP in pho80Δ cbf1Δ	Pho4 Occupancy ChIP in No Pi Pho2Δ	Pho2 Occupancy ChIP No Pi	Pho2 Occupancy Input No Pi 	Pho2 Occupancy ChIP High Pi	Pho2 Occupancy Input High Pi	Cbf1 Occupancy ChIP No Pi	Cbf1 Occupancy Input No Pi	Cbf1 Occupancy ChIP High Pi	Cbf1 Occupancy Input High Pi	Mock IP Occupancy ChIP No Pi	Mock IP Occupancy ChIP High Pi	Nucleosome High Pi	Nucleosome No Pi	Nucleosome cbf1Δ high Pi	PHO4 Enrichment No Pi	PHO4 Enrichment High Pi	Pho2 Enrichment No Pi	Pho2 Enrichment High Pi	Cbf1 Enrichment No Pi	Cbf1 Enrichment High Pi	Pho4 Recruitment (No Pi/ High Pi)	Pho2 Recruitment (No Pi/ High Pi)	Pho4 binding No Pi	Cbf1 binding No Pi	Pho4 binding High Pi	Cbf1 binding High Pi
chr9	212712	YIL078W YIL079C 	THS1 AIR1 	1	32	243	19	94	39	10	9	47	107	20	96	23	74	65	82	15	16	181	412	274	1.3	1	1.3	1.1	1.4	1.1	1.2	1.2	0	0	0	0
chr9	222784	YIL074C 	SER33 	1	67	185	4	69	46	117	2	162	106	19	83	1278	47	1056	59	3	6	163	55	826	3.5	0.3	4.6	1.2	124.6	24.2	11.5	3.9	1	1	0	1
chr9	268031	YIL046W YIL047C 	MET30 SYG1 	1	98	197	15	76	93	58	23	117	123	37	64	968	98	2725	76	16	56	271	324	254	4.7	1	2.9	3	44.8	48.7	4.7	1	1	1	0	1
chr9	268476	YIL046W YIL047C 	MET30 SYG1 	1	58	221	16	76	55	104	10	114	131	34	76	3742	76	8821	58	16	22	134	166	252	2.5	1	2.6	2.3	224	205.4	2.4	1.1	0	1	0	1
chr9	269874	NA	NA	1	20	162	20	81	49	33	13	48	87	15	64	25	100	101	82	16	54	400	440	454	1.2	1.2	1.7	1.3	1.1	1.7	1	1.3	0	0	0	0
chr9	270303	YIL045W 	PIG2 	1	42	223	24	84	34	18	19	30	120	9	77	26	97	106	82	7	33	579	553	564	1.8	1.4	0.8	0.6	1.2	1.7	1.3	1.2	0	0	0	1
chr9	275528	YIL043C 	CBR1 	1	18	179	16	77	44	20	14	33	103	21	70	40	71	107	58	15	46	310	324	360	1	1	1	1.6	2.6	2.5	0.9	0.6	0	0	0	0
chr9	292339	YIL033C YIL031W 	BCY1 ULP2 	1	20	155	14	52	24	30	9	44	80	22	50	999	29	844	37	0	5	27	43	15	1.2	1.3	1.7	2.4	156.3	30.5	0.9	0.7	0	0	0	1
chr9	310072	YIL024C YIL023C 	YIL024C YIL023C 	1	30	227	18	82	28	20	9	46	83	8	79	156	88	453	72	8	27	371	421	309	1.2	1.1	1.7	0.5	8.1	8.5	1.1	3.2	0	1	0	1
chr9	318345	NA	NA	1	37	208	13	83	64	21	21	54	104	28	81	166	77	353	70	15	68	627	801	698	1.7	0.8	1.6	1.8	9.8	6.9	2.1	0.9	0	1	0	1
chr9	330549	NA	NA	1	13	189	13	71	27	8	11	41	108	15	67	39	35	77	62	3	20	622	689	536	0.7	0.9	1.2	1.1	5.1	1.7	0.7	1	0	0	0	0
chr9	365986	NA	NA	1	51	203	29	93	52	35	21	61	127	22	94	105	93	361	107	16	83	447	598	590	2.4	1.6	1.5	1.2	5.1	4.6	1.5	1.2	0	1	0	1
chr9	384335	YIR017C YIR018W 	MET28 YAP5 	1	15	182	7	63	25	66	7	94	87	41	51	2356	68	5381	31	3	35	95	86	95	0.8	0.5	3.3	4.2	156.6	236.4	1.5	0.8	0	1	0	1
chr9	384677	YIR017C YIR018W 	MET28 YAP5 	1	57	213	28	86	48	26	15	53	107	28	86	65	106	213	78	17	39	565	613	694	2.5	1.7	1.5	1.7	2.8	3.7	1.5	0.9	0	0	0	1
chr9	406852	NA	NA	1	39	205	19	79	55	28	20	40	105	26	82	70	91	209	70	25	54	769	652	847	1.8	1.2	1.2	1.6	3.5	4	1.5	0.7	0	0	0	1
chr9	420684	YIR034C 	LYS1 	1	81	201	20	85	78	40	23	59	127	19	93	209	88	448	63	11	58	466	494	524	3.8	1.2	1.4	1.1	10.9	9.6	3.2	1.3	1	1	0	1
chr9	436175	YIR042C 	YIR042C 	1	36	208	13	86	38	9	5	43	120	3	71	406	59	519	62	4	8	582	507	492	1.7	0.8	1.1	0.2	31.5	11.3	2.2	4.8	0	1	0	1
chr10	2386	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	28190	NA	NA	1	23	171	14	72	26	11	9	32	109	6	75	42	63	29	65	4	16	708	637	735	1.3	1	0.9	0.4	3.1	0.6	1.3	2	0	0	0	0
chr10	37809	YJL209W 	CBP1 	1	20	144	8	57	23	21	6	28	86	8	47	1317	51	1893	41	5	12	53	22	110	1.3	0.7	1	0.9	116.5	62	1.8	1.2	0	1	0	1
chr10	76754	NA	NA	1	79	197	17	68	121	34	9	148	97	28	63	74	38	49	48	6	19	226	188	221	3.8	1.3	4.6	2.4	9	1.4	3	1.9	1	1	0	0
chr10	99392	NA	NA	1	43	252	21	68	71	37	7	127	101	27	62	75	59	121	67	5	37	651	566	611	1.6	1.5	3.8	2.2	5.7	2.4	1.1	1.7	0	1	0	1
chr10	106195	YJL166W 	QCR8 	1	18	182	9	57	41	21	8	91	84	25	49	959	43	959	44	6	11	66	47	145	0.9	0.8	3.3	2.7	100.4	29.4	1.2	1.2	0	1	0	1
chr10	123400	YJL158C 	CIS3 	1	47	188	16	74	28	134	4	101	123	27	74	4255	96	13552	68	14	42	305	347	175	2.4	1.1	2.5	2	201.6	271.5	2.2	1.3	0	1	0	1
chr10	123514	YJL158C 	CIS3 	1	76	189	23	87	76	148	17	229	133	57	87	1310	85	2642	61	12	53	347	370	167	3.8	1.3	5.2	3.4	69.7	58.4	2.9	1.5	1	1	0	1
chr10	129664	YJL156C 	SSY5 	1	14	187	10	64	25	8	7	36	99	9	64	268	51	237	70	4	4	603	288	523	0.7	0.8	1.1	0.7	24.1	4.6	0.9	1.5	0	1	0	1
chr10	133361	NA	NA	1	22	185	17	73	25	13	9	50	89	7	56	47	64	80	55	5	22	290	246	262	1.1	1.2	1.7	0.7	3.3	2	1	2.5	0	1	0	0
chr10	136949	YJL149W YJL153C YJL151C 	YJL149W INO1 SNA3 	1	44	158	5	56	27	59	3	103	82	33	36	1007	38	1090	41	5	11	20	113	62	2.7	0.5	3.8	4.8	120.7	35.9	5.7	0.8	0	1	0	1
chr10	147450	YJL143W 	TIM17 	1	32	217	17	96	50	13	8	62	127	21	89	203	119	838	87	9	41	391	485	433	1.4	0.9	1.5	1.2	7.8	13.1	1.6	1.2	0	1	0	1
chr10	160198	YJL133W 	MRS3 	1	70	186	27	99	90	219	25	164	111	39	79	5720	95	16308	59	16	65	201	168	147	3.6	1.4	4.5	2.6	272.3	374.6	2.6	1.7	0	1	0	1
chr10	160216	YJL133W 	MRS3 	1	71	194	25	96	75	209	21	157	113	34	81	5623	91	14770	59	12	43	172	144	588	3.5	1.3	4.2	2.2	279.7	340.6	2.6	1.9	0	1	0	1
chr10	178065	YJL129C 	TRK1 	1	38	168	13	46	29	14	8	47	99	15	53	38	40	24	48	3	10	888	765	623	2.2	1.4	1.4	1.5	4.3	0.7	1.6	1	0	0	0	0
chr10	192343	YJL118W YJL117W 	YJL118W PHO86 	1	357	160	17	65	285	235	70	324	77	43	61	812	77	2117	55	10	43	38	28	41	21.2	1.3	12.8	3.7	47.9	52.2	15.9	3.5	1	1	0	1
chr10	192945	YJL117W 	PHO86 	1	48	271	18	93	61	18	8	78	132	26	93	53	111	75	97	18	40	657	484	572	1.7	0.9	1.8	1.5	2.2	1.1	1.8	1.2	0	0	0	0
chr10	195476	YJL116C 	NCA3 	1	36	152	28	75	68	111	11	117	98	38	63	3570	78	11495	53	13	32	130	85	118	2.3	1.9	3.6	3.2	209.2	291.1	1.2	1.1	0	1	0	1
chr10	236460	YJL100W YJL101C 	LSB6 GSH1 	1	34	224	27	89	45	11	7	64	128	23	84	46	98	118	73	7	21	641	689	709	1.4	1.6	1.5	1.5	2.1	2.2	0.9	1	0	0	0	1
chr10	236720	YJL100W YJL101C 	LSB6 GSH1 	1	75	136	16	71	76	192	22	97	129	32	71	4122	91	16439	54	14	21	126	186	159	5.2	1.1	2.3	2.4	206.3	408.5	4.6	1	0	1	0	1
chr10	260894	NA	NA	1	48	179	15	74	35	17	6	59	128	22	68	778	55	693	62	3	23	229	185	440	2.6	1.1	1.4	1.7	63.8	15	2.4	0.8	0	1	0	1
chr10	274018	NA	NA	1	21	200	13	54	23	9	15	40	100	3	61	12	45	14	56	4	14	532	538	480	1	1.2	1.2	0.3	1.2	0.3	0.8	4.6	0	0	0	0
chr10	279303	YJL083W 	YJL083W 	1	30	173	9	63	49	19	13	37	89	12	55	43	61	122	46	11	35	512	609	570	1.6	0.8	1.3	1.2	3.2	3.6	2.2	1.1	0	0	0	1
chr10	279744	YJL083W 	YJL083W 	1	51	195	18	78	49	18	20	61	125	21	66	120	74	336	70	14	58	709	573	581	2.5	1.2	1.5	1.6	7.3	6.5	2.2	0.9	0	1	0	1
chr10	311460	YJL070C 	YJL070C 	1	32	189	13	76	34	20	11	60	123	17	71	41	60	32	68	8	15	657	527	584	1.6	0.9	1.5	1.2	3.1	0.6	1.9	1.2	0	0	0	0
chr10	313647	YJL068C YJL069C 	YJL068C UTP18 	1	36	134	10	85	32	27	45	74	88	14	88	23	75	54	63	12	22	452	420	398	2.6	0.6	2.5	0.8	1.4	1.2	4.5	3.1	0	0	0	0
chr10	316760	YJL062W-A YJL062W YJL063C 	YJL062W-A LAS21 MRPL8 	1	27	163	20	78	59	18	19	48	94	21	71	35	102	90	73	10	41	508	615	572	1.6	1.3	1.5	1.5	1.6	1.7	1.2	1	0	0	0	0
chr10	317303	YJL062W-A YJL062W YJL063C 	YJL062W-A LAS21 MRPL8 	1	21	225	22	67	26	31	12	60	128	14	80	82	72	154	71	11	58	667	604	608	0.9	1.6	1.4	0.9	5.2	2.9	0.5	1.6	0	1	0	1
chr10	319791	YJL061W 	NUP82 	1	21	144	11	41	26	6	4	30	87	7	40	41	36	70	35	7	12	553	440	635	1.4	1.4	1	0.9	5.1	2.8	1	1.1	0	0	0	0
chr10	320547	YJL061W 	NUP82 	1	25	201	17	84	24	22	12	41	114	12	61	19	47	70	61	11	19	572	729	702	1.2	1	1.1	1.1	1.8	1.6	1.1	1	0	0	0	0
chr10	323235	YJL060W 	BNA3 	1	21	171	13	56	29	21	10	74	87	27	70	1949	32	2533	52	3	12	137	71	86	1.2	1.1	2.6	2	274.2	66.2	1	1.3	0	1	0	1
chr10	333841	YJL055W YJL056C YJL054W 	YJL055W ZAP1 TIM54 	1	25	231	17	73	52	19	13	49	91	25	80	399	79	633	81	14	48	310	355	326	1	1.2	1.6	1.6	22.9	10.6	0.9	1	0	1	0	1
chr10	338017	YJL052W YJL052C-A 	TDH1 YJL052C-A 	1	82	201	16	79	63	72	14	77	130	32	91	88	98	235	70	11	47	895	828	664	3.9	1	1.8	1.9	4.1	4.6	3.8	1	1	1	0	1
chr10	341124	NA	NA	1	29	198	16	88	58	16	13	36	103	20	66	22	61	44	66	1	41	413	369	364	1.4	0.9	1	1.6	1.6	0.9	1.5	0.7	0	0	0	0
chr10	356008	YJL045W 	YJL045W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	359958	YJL043W YJL044C 	YJL043W GYP6 	1	58	210	22	74	48	26	17	78	136	31	89	47	81	120	59	27	43	1071	901	1178	2.6	1.5	1.7	1.8	2.6	2.7	1.8	0.9	0	0	0	1
chr10	361785	YJL042W 	MHP1 	1	24	177	38	66	35	24	16	32	84	15	78	23	99	106	75	20	11	408	422	369	1.3	2.9	1.2	1	1.1	1.9	0.4	1.2	0	0	1	1
chr10	371510	NA	NA	1	41	173	10	54	38	11	16	32	113	13	73	21	46	39	61	6	16	469	418	391	2.2	1	0.9	0.9	2.1	0.9	2.3	0.9	0	0	0	0
chr10	400006	NA	NA	1	30	191	25	84	60	18	12	35	103	11	78	18	88	73	82	9	28	692	485	673	1.5	1.5	1	0.7	0.9	1.2	1	1.4	0	0	0	0
chr10	408281	YJL014W 	CCT3 	1	44	217	23	69	58	20	5	38	99	27	77	36	57	36	69	9	30	442	521	503	2	1.6	1.2	1.8	2.9	0.7	1.2	0.6	0	0	0	0
chr10	413509	YJL012C 	VTC4 	1	1313	250	12	83	667	304	42	661	147	31	77	701	69	671	75	8	22	96	105	182	50	0.8	13.6	2.1	46.4	12.2	66.4	6.4	1	1	0	1
chr10	413521	YJL012C 	VTC4 	1	1372	249	11	85	698	334	40	699	153	35	74	703	72	737	75	9	27	72	77	108	52.5	0.7	13.8	2.5	44.2	13.4	80.7	5.6	1	1	0	1
chr10	436420	YJR001W 	YJR001W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	455079	YJR009C 	TDH2 	1	48	184	22	86	41	80	11	131	115	48	72	5538	92	17979	69	7	37	174	196	143	2.5	1.3	3.5	3.5	274.1	353.9	1.9	1	0	1	0	1
chr10	455881	YJR010W 	MET3 	1	11	221	8	84	30	79	8	74	134	23	86	6140	89	19241	91	12	24	273	294	440	0.5	0.5	1.7	1.4	314.6	286.2	1	1.2	0	1	0	1
chr10	464908	NA	NA	1	42	217	40	105	66	39	9	84	120	13	79	44	100	123	83	15	52	215	338	284	1.9	1.9	2.1	0.9	2	2	1	2.4	0	0	0	0
chr10	494872	NA	NA	1	17	192	8	52	31	7	3	31	105	2	64	23	36	23	59	6	7	396	470	394	0.8	0.7	0.9	0.2	2.9	0.5	1.1	5.7	0	0	0	0
chr10	504521	YJR039W YJR036C 	YJR039W HUL4 	1	25	187	8	73	27	8	9	30	139	10	82	32	61	54	88	7	28	799	715	759	1.3	0.5	0.7	0.6	2.4	0.8	2.5	1.1	0	0	0	0
chr10	528004	YJR049C 	UTR1 	1	38	250	20	70	32	13	7	41	119	11	88	30	58	26	73	6	15	394	351	415	1.4	1.5	1	0.6	2.3	0.5	1	1.6	0	0	0	0
chr10	545546	YJR058C YJR059W 	APS2 PTK2 	1	259	245	48	108	270	172	86	259	150	71	103	831	116	2863	88	44	158	132	167	113	10.1	2.2	5.2	3.6	32.5	44.2	4.5	1.4	1	1	0	1
chr10	548593	YJR060W 	CBF1 	1	192	171	12	58	65	34	4	152	111	16	66	165	49	109	36	0	12	261	138	179	10.7	1	4.2	1.3	15.4	4.1	10.4	3.2	1	0	0	1
chr10	557225	NA	NA	1	44	190	34	90	54	22	12	57	121	21	102	27	92	110	90	11	47	511	670	502	2.2	1.9	1.4	1.1	1.3	1.7	1.2	1.3	0	0	0	0
chr10	570683	YJR070C 	YJR070C 	1	20	184	13	57	19	17	10	61	71	9	55	33	27	5	41	1	16	455	356	358	1	1.1	2.6	0.9	5.5	0.2	0.9	3	0	0	0	0
chr10	573415	YJR073C YJR074W YJR075W 	OPI3 MOG1 HOC1 	1	58	195	27	107	52	31	21	65	115	16	88	16	116	70	95	10	52	395	536	534	2.8	1.3	1.7	1	0.6	1	2.2	1.8	1	0	0	0
chr10	575517	NA	NA	1	26	222	16	89	54	28	13	66	129	10	74	82	93	174	73	11	58	539	556	511	1.1	0.9	1.5	0.7	4	3.2	1.2	2.1	0	1	0	1
chr10	580866	YJR079W 	YJR079W 	1	35	164	27	83	45	13	7	40	109	11	64	24	74	29	67	7	27	471	477	529	2	1.7	1.1	0.9	1.4	0.6	1.2	1.2	0	0	0	0
chr10	628785	YJR108W 	ABM1 	1	37	221	10	88	41	10	11	53	103	36	74	48	66	47	71	6	33	251	173	333	1.6	0.6	1.6	2.6	3.3	0.9	2.9	0.6	0	1	0	0
chr10	639173	YJR113C 	RSM7 	1	22	184	10	57	26	51	1	83	119	27	60	946	42	875	50	0	8	50	63	168	1.2	0.9	2.1	2.4	102.4	23.9	1.3	0.9	0	0	0	1
chr10	683586	YJR137C 	ECM17 	1	59	221	12	82	25	70	13	199	156	43	88	1603	57	1508	86	5	17	36	30	163	2.6	0.8	3.9	2.5	128.2	23.8	3.4	1.5	0	1	0	1
chr10	683615	YJR137C 	ECM17 	1	36	228	13	76	24	73	16	159	145	33	80	1565	54	1087	84	4	15	31	25	46	1.5	0.9	3.3	2.2	132.1	17.5	1.7	1.5	0	1	0	1
chr10	703802	YJR147W YJR145C 	HMS2 RPS4A 	1	474	172	30	93	417	374	139	235	128	63	88	1932	116	6285	82	26	41	237	229	216	26.2	1.6	5.6	3.7	75.8	103.4	16.2	1.5	1	1	0	1
chr10	710211	YJR150C 	DAN1 	1	32	181	7	57	37	7	10	27	123	14	62	40	69	114	42	9	36	336	368	342	1.7	0.6	0.7	1.2	2.6	3.6	2.6	0.6	0	0	0	1
chr10	721507	NA	NA	1	31	212	23	73	46	38	8	94	116	24	88	396	74	555	63	12	61	217	266	400	1.4	1.5	2.5	1.4	24.2	12	0.9	1.7	0	1	0	1
chr11	8154	NA	NA	1	29	222	10	77	23	4	21	34	127	12	72	24	74	60	75	4	30	724	623	824	1.2	0.7	0.8	0.9	1.4	1.1	1.9	1	0	0	0	0
chr11	44743	NA	NA	1	28	196	24	69	37	11	12	48	92	17	78	42	60	102	71	14	21	432	386	402	1.4	1.8	1.6	1.1	3.2	1.9	0.8	1.4	0	0	0	1
chr11	67032	YKL201C 	MNN4 	1	41	229	16	78	39	26	18	50	93	19	89	101	104	221	82	13	51	512	528	375	1.7	1	1.6	1.1	4.4	3.6	1.6	1.5	0	1	0	1
chr11	67754	YKL201C 	MNN4 	1	25	200	16	68	28	52	6	81	109	14	60	2251	68	3970	43	7	23	92	117	171	1.2	1.2	2.2	1.2	150.1	125.5	1	1.8	0	1	0	1
chr11	69320	NA	NA	1	28	163	21	85	58	34	11	54	114	25	55	28	108	64	67	24	32	203	201	176	1.6	1.3	1.4	2.4	1.2	1.3	1.3	0.6	0	0	0	0
chr11	82589	YKL190W 	CNB1 	1	37	190	18	81	41	13	11	41	116	18	77	70	86	177	69	17	22	389	210	325	1.9	1.1	1.1	1.2	3.7	3.5	1.7	0.9	0	0	0	1
chr11	100724	YKL182W 	FAS1 	1	58	203	39	84	84	47	32	78	96	26	87	225	72	428	69	24	63	264	305	267	2.7	2.4	2.5	1.6	14.1	8.4	1.1	1.6	0	1	0	1
chr11	113596	NA	NA	1	24	192	17	64	31	10	7	43	122	13	74	31	58	46	68	0	15	862	901	849	1.2	1.3	1.1	0.9	2.4	0.9	0.9	1.2	0	0	0	0
chr11	118225	YKL175W YKL176C 	ZRT3 LST4 	1	31	197	13	75	38	21	6	38	100	17	79	45	73	52	67	6	23	299	364	273	1.5	0.8	1.2	1.1	2.8	1	1.8	1	0	0	0	0
chr11	121359	NA	NA	1	28	178	17	67	35	5	7	61	107	6	62	9	56	24	65	5	46	259	404	276	1.5	1.3	1.7	0.5	0.7	0.5	1.1	3.3	0	0	0	0
chr11	126530	YKL171W 	YKL171W 	1	31	194	20	82	31	14	11	48	134	15	68	309	58	595	76	7	24	320	285	267	1.5	1.2	1.1	1.1	24.1	10.5	1.2	1	0	1	0	1
chr11	126662	YKL171W 	YKL171W 	1	40	212	27	80	39	14	14	32	140	28	80	79	66	104	74	17	29	595	313	530	1.8	1.7	0.7	1.8	5.5	1.9	1	0.4	0	0	0	1
chr11	143660	YKL163W YKL164C 	PIR3 PIR1 	1	12	169	24	52	28	15	9	65	89	11	70	47	31	57	75	4	21	394	431	345	0.7	2.3	2.2	0.8	6.7	1	0.3	2.7	0	1	0	0
chr11	147633	NA	NA	1	16	161	4	55	20	4	10	25	87	9	55	29	42	54	41	6	10	418	378	478	1	0.3	0.9	0.8	3.1	1.8	2.8	1.1	0	0	0	0
chr11	150537	YKL161C 	YKL161C 	1	26	170	24	76	27	10	5	46	121	13	78	28	64	77	47	7	38	553	623	642	1.4	1.6	1.2	0.9	2	2.2	0.9	1.3	0	0	0	0
chr11	154713	YKL157W YKL159C 	APE2 RCN1 	1	22	219	7	85	29	14	5	55	95	8	86	13	84	59	65	8	37	627	643	580	1	0.4	1.7	0.5	0.7	1.2	2.3	3.4	0	0	0	0
chr11	194809	YKL132C 	RMA1 	1	26	179	19	71	20	7	9	39	112	13	60	30	70	45	64	9	14	903	796	834	1.4	1.3	1.1	1.2	2	1	1	0.9	0	0	0	0
chr11	195929	YKL130C 	SHE2 	1	36	245	11	83	39	9	9	51	97	14	78	35	52	70	70	13	38	471	434	515	1.4	0.7	1.6	0.9	3.1	1.3	2.1	1.7	0	0	0	0
chr11	199855	YKL129C 	MYO3 	1	26	191	5	64	29	8	6	23	79	4	53	20	40	9	55	4	11	600	656	553	1.3	0.4	0.9	0.4	2.2	0.2	3.4	2.4	0	0	0	0
chr11	206907	NA	NA	1	25	191	23	89	33	19	14	51	93	13	89	54	54	85	65	8	24	301	463	340	1.3	1.3	1.7	0.8	4.5	1.8	1	2.2	0	1	0	0
chr11	207042	NA	NA	1	16	172	13	72	27	20	9	30	117	11	63	140	54	151	58	11	31	500	450	493	0.9	0.9	0.8	0.9	11.9	3.5	0.9	0.8	0	1	0	1
chr11	216660	YKL120W 	OAC1 	1	18	171	18	66	23	22	19	25	101	19	72	21	64	31	62	10	39	600	416	516	1	1.4	0.8	1.4	1.5	0.7	0.7	0.6	0	0	0	0
chr11	221617	NA	NA	1	32	220	11	80	37	23	18	56	125	16	95	37	100	144	101	13	38	625	773	531	1.4	0.7	1.4	0.9	1.7	1.9	2	1.5	0	0	0	1
chr11	233442	NA	NA	1	29	187	12	89	42	7	10	43	119	7	81	188	66	264	69	5	13	300	288	326	1.5	0.7	1.1	0.4	13	5.2	2.3	2.6	0	1	0	1
chr11	274830	YKL088W 	YKL088W 	1	20	189	20	69	45	8	10	41	101	11	69	78	42	91	77	9	21	587	622	513	1	1.5	1.2	0.8	8.5	1.6	0.7	1.5	0	1	0	0
chr11	277894	YKL087C YKL086W 	CYT2 YKL086W 	1	38	237	17	77	18	11	11	57	134	10	90	30	49	49	75	3	33	522	593	454	1.5	1.1	1.3	0.6	2.8	0.9	1.3	2.3	0	0	0	0
chr11	279435	YKL085W 	MDH1 	1	35	192	17	65	34	25	3	30	78	9	72	159	107	444	81	12	27	343	390	326	1.7	1.3	1.2	0.7	6.7	7.4	1.3	1.7	0	1	0	1
chr11	289283	YKL078W 	DHR2 	1	42	199	18	79	52	16	9	41	100	12	69	35	73	78	76	7	31	785	681	723	2	1.1	1.3	0.9	2.2	1.4	1.8	1.4	0	0	0	0
chr11	319744	NA	NA	1	21	207	15	78	32	7	7	28	106	17	59	72	54	105	71	8	29	492	495	426	0.9	1	0.8	1.5	6.1	2	1	0.5	0	1	0	1
chr11	340420	YKL052C YKL051W 	ASK1 YKL051W 	1	39	208	21	78	60	20	15	50	154	23	79	45	91	76	79	23	43	675	442	577	1.8	1.4	1	1.5	2.2	1.3	1.3	0.7	0	0	0	0
chr11	342205	NA	NA	1	202	183	11	89	190	41	13	386	124	13	86	145	92	92	71	12	34	426	155	307	10.5	0.6	9.4	0.8	7.2	1.7	17.7	12.2	1	1	0	1
chr11	408253	YKL016C YKL015W 	ATP7 PUT3 	1	24	169	3	65	27	212	9	92	109	30	79	5158	62	12250	58	8	11	74	63	67	1.3	0.2	2.6	1.9	376.4	287.8	6.3	1.3	0	1	0	1
chr11	426674	YKL010C YKL009W 	UFD4 MRT4 	1	30	259	27	90	43	9	10	58	106	17	89	35	67	114	101	5	23	285	321	301	1.1	1.5	1.7	1	2.4	1.5	0.7	1.7	0	0	0	0
chr11	429138	YKL008C YKL007W 	LAC1 CAP1 	1	45	237	30	104	27	65	7	169	155	51	83	6246	91	18101	61	2	24	129	149	122	1.8	1.5	3.3	3.2	311.3	403.3	1.2	1	0	1	0	1
chr11	462647	YKR011C 	YKR011C 	1	36	241	26	78	44	10	11	62	140	16	74	58	50	51	88	10	32	628	494	655	1.4	1.7	1.3	1.1	5.2	0.8	0.9	1.2	0	1	0	0
chr11	488027	YKR025W YKR024C 	RPC37 DBP7 	1	35	195	18	106	47	24	14	68	122	16	94	61	108	169	90	5	46	591	592	593	1.7	0.9	1.7	0.9	2.6	2.5	2	1.9	0	1	0	1
chr11	506986	YKR031C YKR034W 	SPO14 DAL80 	1	78	197	22	72	60	24	15	103	97	24	64	57	104	138	66	12	42	499	436	518	3.8	1.5	3.2	2	2.5	2.8	2.5	1.6	1	0	0	1
chr11	524573	YKR045C 	YKR045C 	1	67	202	22	96	71	30	19	53	105	15	83	38	102	113	103	14	45	404	458	440	3.1	1.2	1.5	0.9	1.7	1.5	2.7	1.6	0	0	0	0
chr11	527076	YKR049C YKR050W YKR048C 	YKR049C TRK2 NAP1 	1	130	168	20	77	127	41	36	87	93	11	76	26	101	53	73	18	31	440	440	488	7.3	1.3	2.8	0.7	1.2	1	5.8	3.9	1	0	0	0
chr11	544256	NA	NA	1	34	157	15	64	41	5	6	50	109	12	68	18	93	80	60	15	23	501	438	472	2.1	1.2	1.4	0.9	0.9	1.8	1.8	1.5	0	0	0	0
chr11	546206	NA	NA	1	29	182	9	64	41	15	11	37	89	12	54	20	46	20	47	4	7	354	346	299	1.5	0.7	1.2	1.2	1.9	0.6	2.2	1	0	0	0	0
chr11	551239	YKR057W 	RPS21A 	1	41	202	20	73	39	23	18	30	117	16	60	694	60	1151	72	5	27	702	516	673	1.9	1.4	0.8	1.4	52.6	21.6	1.4	0.6	0	1	0	1
chr11	558806	NA	NA	1	77	212	53	101	94	49	17	93	146	41	86	193	60	330	90	18	63	445	389	522	3.4	2.7	1.9	2.5	14.5	5	1.3	0.8	0	1	0	1
chr11	562135	YKR063C YKR064W 	LAS1 YKR064W 	1	28	177	23	83	29	16	4	42	136	20	78	21	93	83	88	11	25	415	661	409	1.5	1.4	0.9	1.3	1	1.3	1.1	0.7	0	0	0	0
chr11	568917	NA	NA	1	21	181	16	69	21	16	7	28	92	4	63	13	57	20	55	8	18	272	414	312	1.1	1.2	0.9	0.3	1	0.5	1	3.1	0	0	0	0
chr11	571346	YKR068C YKR069W 	BET3 MET1 	1	24	203	5	47	13	39	7	49	85	15	58	1705	33	1088	42	3	14	4	17	15	1.1	0.5	1.7	1.3	235.2	35.4	2.2	1.3	0	1	0	1
chr11	577328	NA	NA	1	24	176	20	65	25	14	6	51	88	9	54	33	58	103	44	8	43	266	335	287	1.3	1.6	1.8	0.9	2.6	3.2	0.8	2	0	0	0	0
chr11	587949	NA	NA	1	10	172	14	57	36	9	6	17	90	5	56	9	39	11	56	1	17	328	394	345	0.6	1.2	0.6	0.5	1	0.3	0.4	1.1	0	0	0	0
chr11	610871	YKR091W 	SRL3 	1	16	196	20	64	31	13	5	34	91	19	63	12	42	3	74	4	18	429	411	431	0.8	1.6	1.1	1.6	1.3	0.1	0.5	0.7	0	0	0	0
chr11	634879	YKR099W YKR098C 	BAS1 UBP11 	1	19	196	14	74	28	9	9	36	123	12	57	124	53	184	53	9	23	945	681	738	0.9	0.9	0.9	1.1	10.6	4.7	1	0.8	0	1	0	1
chr11	645973	YKR102W 	FLO10 	1	50	188	12	78	35	24	18	54	107	16	57	120	63	327	59	6	14	543	681	520	2.5	0.8	1.5	1.5	8.7	7.4	3.2	1	0	1	0	1
